course_code,course_name,units,year,description,requirements,faculty,outcomes,corequisites,exclusions,recommended,department_name,department_code,instructor,keywords,prereq_codes
CHEM 212,Principles of Chemical Reactivity,3.0,2.0,"An introduction to the kinetics and mechanisms of reactions in gaseous and condensed phases, including acid-base and nucleophilic substitution reactions at carbon and other main group centers. Other topics will include molecular dynamics and reactions in solution. The laboratory illustrates measurement techniques and develops laboratory skills.
NOTE Laboratory Equipment (Lab Coat, Goggles, Blue Lab Book): estimated cost $67.",Prerequisite ([CHEM 109/3.0 and CHEM 110/3.0] or CHEM 112/6.0) and (MATH 120/6.0 or MATH 121/6.0 or [MATH 123/3.0 and MATH 124/3.0] or MATH 130/3.0). Exclusion CHEM 281/3.0.,Faculty of Arts and Science,,,"[""CHEM 281""]",,Chemistry,CHEM,Jason Vlahakis,"[""kinetics"", ""mechanisms"", ""acid-base"", ""nucleophilic substitution"", ""molecular dynamics""]","CHEM 109, CHEM 110, CHEM 112, MATH 120, MATH 121, MATH 123, MATH 124, MATH 130"
CHEM 213,Introduction to Chemical Analysis,3.0,2.0,"Introduction to analytical chemical methods and science. Topics include statistical analysis of data, titrations and equilibrium theory, spectrophotometry and instrumental elemental analysis.
NOTE Laboratory Equipment (Lab Coat, Goggles, Blue Lab Book): estimated cost $67.",Prerequisite (CHEM 109/3.0 and CHEM 110/3.0) or CHEM 112/6.0.,Faculty of Arts and Science,,,[],,Chemistry,CHEM,"Diane Beauchemin, Zhe She","[""analytical"", ""statistical analysis"", ""titrations"", ""spectrophotometry"", ""instrumental analysis""]","CHEM 109, CHEM 110, CHEM 112"
CHEM 221,"Material, Solutions, and Interfaces",3.0,2.0,"A survey of the thermodynamic properties of gases and liquids, including phase and chemical equilibria and electrochemistry. An introduction to the properties of materials, interfaces, surfaces and aqueous solutions. The laboratory uses modern software to facilitate equilibrium calculations, illustrates measurement techniques and develops laboratory skills.
NOTE Laboratory Equipment (Lab Coat, Goggles, Blue Lab Book): estimated cost $67.",Prerequisite ([CHEM 109/3.0 and CHEM 110/3.0] or CHEM 112/6.0) and (MATH 120/6.0 or MATH 121/6.0 or [MATH 123/3.0 and MATH 124/3.0]).,Faculty of Arts and Science,,,[],,Chemistry,CHEM,,"[""thermodynamic properties"", ""phase equilibria"", ""chemical equilibria"", ""electrochemistry"", ""aqueous solutions""]","CHEM 109, CHEM 110, CHEM 112, MATH 120, MATH 121, MATH 123, MATH 124"
CHEM 222,Methods of Structure Determination,3.0,2.0,"A survey of practical spectroscopic and spectrometric methods for the determinations of the structures of organic and inorganic compounds. Methods will include nuclear magnetic resonance, electronic, infrared/Raman spectroscopy, and mass spectrometry. Tutorials will involve solving compound structures using spectroscopic data, and include an introduction to computational methods in spectroscopy.",Prerequisite CHEM 112/6.0.,Faculty of Arts and Science,,,[],,Chemistry,CHEM,"Gang Wu, Lucia Lee","[""spectroscopy"", ""NMR"", ""mass spectrometry"", ""computational methods"", ""organic compounds""]",CHEM 112
CHEM 223,Organic Reactions,3.0,2.0,"Mechanistically oriented study of organic reactions with emphasis on applications to synthesis. The laboratory affords experience in organic synthesis.
NOTE Laboratory Equipment (Lab Coat, Goggles, Carbon Lab Book): estimated cost $73.",Prerequisite CHEM 211/3.0 and CHEM 212/3.0. Exclusion CHEM 282/3.0; CHEM 285/3.0.,Faculty of Arts and Science,,,"[""CHEM 282"", ""CHEM 285""]",,Chemistry,CHEM,Anne Petitjean,"[""organic synthesis"", ""mechanistic study"", ""laboratory"", ""reaction mechanisms"", ""organic reactions""]","CHEM 211, CHEM 212"
CHEM 224,Mathematical Tools for Chemical Problems,3.0,2.0,"This course aims at providing chemistry students with mathematical skills that are borrowed from Calculus and Linear Algebra, which are necessary to explore kinetics, quantum chemistry, and spectroscopy. The course will be based on chemically-relevant problems.","Prerequisite (CHEM 109/3.0 and CHEM 110/3.0) or CHEM 112/6.0. Recommended MHF4U and MCV4U or equivalent, or 4U AFIC, or permission of the Department.",Faculty of Arts and Science,,,[],"MHF4U and MCV4U or equivalent, or 4U AFIC, or permission of the Department.",Chemistry,CHEM,,"[""mathematical skills"", ""calculus"", ""linear algebra"", ""quantum chemistry"", ""kinetics""]","CHEM 109, CHEM 110, CHEM 112"
CHEM 281,General Organic Chemistry I (with Virtual Laboratory),3.0,2.0,"An introduction to the basic principles of organic chemistry with emphasis on bonding, stereochemistry, reaction intermediates and reaction mechanisms, and structure-reactivity correlations. Intended for students in biological and life sciences. Students in chemistry or biochemistry programs should not enrol in this course.
NOTE Molecular Model Set: estimated cost $26.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).",Prerequisite (CHEM 109/3.0 and CHEM 110/3.0) or CHEM 112/6.0 or CHEM 114/3.0. Exclusion CHEM 212/3.0. Note Students in BCHM or CHEM programs should not enrol in this course.,Faculty of Arts and Science,,,"[""CHEM 212""]",,Chemistry,CHEM,John Carran,"[""organic chemistry"", ""stereochemistry"", ""reaction mechanisms"", ""biological sciences"", ""molecular models""]","CHEM 109, CHEM 110, CHEM 112, CHEM 114"
CHEM 282,General Organic Chemistry II,3.0,2.0,"A continuation from CHEM 281 intended for students in biological sciences, life sciences, and other programs taking no further courses in organic chemistry. Students in chemistry or biochemistry programs should not enrol in this course. Organic molecules and their reactions; relevance to biological systems. Illustrations using biomolecules such as carbohydrates, amino acids and proteins, lipids, and nucleic acids. The laboratory affords experience in elementary organic syntheses.
NOTE Laboratory Equipment (Lab Coat, Goggles, Carbon Lab Book): estimated cost $73.",Prerequisite ([CHEM 109/3.0 and CHEM 110/3.0] or CHEM 112/6.0) and CHEM 281/3.0. Exclusion CHEM 223/3.0; CHEM 285/3.0. Note Students in BCHM or CHEM programs should not enrol in this course.,Faculty of Arts and Science,,,"[""CHEM 223"", ""CHEM 285""]",,Chemistry,CHEM,"John Carran, David Zechel","[""organic molecules"", ""biological systems"", ""carbohydrates"", ""amino acids"", ""laboratory""]","CHEM 109, CHEM 110, CHEM 112, CHEM 281"
CHEM 285,General Organic Chemistry II (with Virtual Laboratory),3.0,2.0,"A continuation from CHEM 281 intended for students in biological sciences, and other plans taking no further courses in organic chemistry. Students in chemistry or biochemistry plans should not enrol in this course. Organic molecules and their reactions; relevance to biological systems. Illustrations using biomolecules such as carbohydrates, amino acids and proteins, lipids, and nucleic acids. The virtual laboratory provides knowledge of elementary organic syntheses.
NOTE Only offered online, consult Arts and Science Online.","Prerequisite CHEM 281/3.0. Exclusion CHEM 223/3.0; CHEM 282/3.0. Note Students in CHEM, BCHM, or LISC (Hons) programs should not enrol in this course.",Faculty of Arts and Science,,,"[""CHEM 223"", ""CHEM 282""]",,Chemistry,CHEM,,"[""organic chemistry"", ""biological sciences"", ""biomolecules"", ""online course"", ""virtual laboratory""]",CHEM 281
CHEM 286,General Organic Chemistry II (Laboratory),1.5,2.0,"Laboratory course intended for students in biological sciences, life sciences, and other programs who have taken CHEM 285, and wish to add a laboratory component (i.e., that of CHEM 282) that affords experience in elementary organic syntheses, and do not intend to take any further courses in organic chemistry.
NOTE Laboratory Equipment (Lab Coat, Goggles, Carbon Lab Book): estimated cost $73.",Prerequisite CHEM 285/3.0. Exclusion CHEM 223/3.0; CHEM 282/3.0. Note Students in BCHM or CHEM programs should not enrol in this course.,Faculty of Arts and Science,,,"[""CHEM 223"", ""CHEM 282""]",,Chemistry,CHEM,,"[""laboratory"", ""organic synthesis"", ""biological sciences"", ""CHEM 285"", ""supplementary lab""]",CHEM 285
CHEM 311,Mechanistic Organic Chemistry,3.0,3.0,"Fundamental mechanistic concepts of organic reactions, structure-activity relationships, solvent effects and catalysis. Mechanistic aspects of substitution, addition, elimination and pericyclic reactions.",Prerequisite CHEM 223/3.0 or CHEM 282/3.0.,Faculty of Arts and Science,,,[],,Chemistry,CHEM,Graeme Howe,"[""mechanistic concepts"", ""organic reactions"", ""solvent effects"", ""catalysis"", ""pericyclic reactions""]","CHEM 223, CHEM 282"
CHEM 312,Transition Metal Chemistry,3.0,3.0,"Introduction to the chemistry, bonding and structures of coordination compounds of the transition metals; transition metals in the solid state and in biological systems; industrial and environmental aspects of transition metal chemistry.",Prerequisite CHEM 211/3.0.,Faculty of Arts and Science,,,[],,Chemistry,CHEM,"Kevin Stamplecoskie, Peng Wang","[""coordination compounds"", ""transition metals"", ""biological systems"", ""industrial chemistry"", ""environmental chemistry""]",CHEM 211
CHEM 313,Quantum Mechanics,3.0,3.0,Elementary principles and applications of wave mechanics with special reference to molecular orbitals and chemical bonding.,Prerequisite (CHEM 211/3.0 or CHEM 222/3.0) and (CHEM 224/3.0 or MATH 110/6.0 or MATH 111/6.0* or MATH 112/3.0) and (MATH 120/6.0 or MATH 121/6.0 or [MATH 123/3.0 and MATH 124/3.0]) and (PHYS 104/6.0 or PHYS 106/6.0 or [PHYS 115/3.0 and PHYS 116/3.0] or PHYS 117/6.0). One-Way Exclusion May not be taken with or after PHYS 344/3.0.,Faculty of Arts and Science,,,"[""PHYS 344""]",,Chemistry,CHEM,Tucker Carrington,"[""wave mechanics"", ""molecular orbitals"", ""chemical bonding"", ""quantum chemistry"", ""mathematical prerequisites""]","CHEM 211, CHEM 222, CHEM 224, MATH 110, MATH 111, MATH 112, MATH 120, MATH 121, MATH 123, MATH 124, PHYS 104, PHYS 106, PHYS 115, PHYS 116, PHYS 117"
CHEM 314,Strategies in Organic Synthesis,3.0,3.0,"One further step in mastering synthetic organic chemistry. Building on knowledge of introductory organic reactivity, essential principles underlying strategies in synthetic organic chemistry will be covered, with an emphasis on regio- and stereo-controls.",Prerequisite CHEM 223/3.0 or CHEM 282/3.0. Corequisite CHEM 311/3.0.,Faculty of Arts and Science,,CHEM 311/3.0.,[],,Chemistry,CHEM,,"[""synthetic"", ""organic"", ""chemistry"", ""regio-control"", ""stereo-control""]","CHEM 223, CHEM 282"
