natural_language_query,sql_query
list all 4th year Engineering Physics courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_name = 'Engineering Physics' AND prereq_codes IS NULL"
which 1st year Economics courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_name = 'Economics' AND prereq_codes IS NULL"
get me third year Hebrew courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_name = 'Hebrew' AND prereq_codes IS NULL"
show me 4th year Computing & the Creative Arts courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_name = 'Computing & the Creative Arts' AND prereq_codes IS NULL"
what are the third year Mechanical Engineering courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_name = 'Mechanical Engineering' AND prereq_codes IS NULL"
which second year French Language & Literature courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_name = 'French Language & Literature' AND prereq_codes IS NULL"
which fourth year Indigenous Knowledges & Perspectives courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_name = 'Indigenous Knowledges & Perspectives' AND prereq_codes IS NULL"
find all 2nd year Language Acquisition courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_name = 'Language Acquisition' AND prereq_codes IS NULL"
what are the 1st year Neuroscience courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_name = 'Neuroscience' AND prereq_codes IS NULL"
show me 4th year Biology courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_name = 'Biology' AND prereq_codes IS NULL"
what are the second year Pathology & Molecular Medicine courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_name = 'Pathology & Molecular Medicine' AND prereq_codes IS NULL"
list all second year Mechanical Engineering courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_name = 'Mechanical Engineering' AND prereq_codes IS NULL"
find all 1st year Linguistics courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_name = 'Linguistics' AND prereq_codes IS NULL"
third year Computing courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_name = 'Computing' AND prereq_codes IS NULL"
list all 2nd year Linguistics courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_name = 'Linguistics' AND prereq_codes IS NULL"
what are the 4th year Creative Writing courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_name = 'Creative Writing' AND prereq_codes IS NULL"
which third year Chinese courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_name = 'Chinese' AND prereq_codes IS NULL"
I need 2nd year Chemical Engineering courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_name = 'Chemical Engineering' AND prereq_codes IS NULL"
I want to see 2nd year Civil Engineering courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_name = 'Civil Engineering' AND prereq_codes IS NULL"
first year Music courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_name = 'Music' AND prereq_codes IS NULL"
what are the fourth year Economics courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_name = 'Economics' AND prereq_codes IS NULL"
show me third year Writing courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_name = 'Writing' AND prereq_codes IS NULL"
find all 3rd year Life Sciences courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_name = 'Life Sciences' AND prereq_codes IS NULL"
find all 4th year Latin courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_name = 'Latin' AND prereq_codes IS NULL"
first year Professional Internship courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_name = 'Professional Internship' AND prereq_codes IS NULL"
list all 2nd year Artificial Intelligence courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_name = 'Artificial Intelligence' AND prereq_codes IS NULL"
which fourth year Arts & Science: Interdisciplinary courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_name = 'Arts & Science: Interdisciplinary' AND prereq_codes IS NULL"
fourth year French Language & Literature courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_name = 'French Language & Literature' AND prereq_codes IS NULL"
which 1st year Computing & the Creative Arts courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_name = 'Computing & the Creative Arts' AND prereq_codes IS NULL"
show me 3rd year Physiology courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_name = 'Physiology' AND prereq_codes IS NULL"
what are the 1st year Economics courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_name = 'Economics' AND prereq_codes IS NULL"
show me first year History courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_name = 'History' AND prereq_codes IS NULL"
"what are the 4th year Politics, Philosophy, and Economics courses without any prerequisites","SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_name = 'Politics, Philosophy, and Economics' AND prereq_codes IS NULL"
what are the 2nd year Microbiology & Immunology courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_name = 'Microbiology & Immunology' AND prereq_codes IS NULL"
