Unnamed: 0.1,Unnamed: 0,course_code,course_name,units,description,requirements,faculty,outcomes,prerequisites,corequisites,exclusions,recommended,department_name,year,department_code,instructor
133,1,ASTR 102,"Astronomy II: Stars, Galaxies, and the Universe",3.0,"This course, intended for non-specialist students, will provide an overview of astronomy beyond the Solar System. Topics will include: the formation, nature, and evolution of the stars; stellar deaths, including novae, supernovae, white dwarfs, neutron stars, pulsars, and black holes; the interstellar medium; the Milky Way Galaxy; normal and active galaxies and large scale structure in the universe; and modern ideas in cosmology and the early universe.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).",Prerequisite (ASTR 101/3.0 or PHYS 104/6.0 or PHYS 106/6.0 or PHYS 117/6.0 or PHYS 118/6.0 or [APSC 111/3.3 and APSC 112/3.3]) or permission of the Department.,Faculty of Arts and Science,,(ASTR 101/3.0 or PHYS 104/6.0 or PHYS 106/6.0 or PHYS 117/6.0 or PHYS 118/6.0 or [APSC 111/3.3 and APSC 112/3.3]) or permission of the Department.,,,,Astronomy,1.0,ASTR,Aaron Vincent
134,0,BADR 100,Thinking Locally,3.0,"This introductory course provides first-year students with a selection of key skills and theories from across a number of disciplines (Film and Media, Geography, History, Sociology) that will allow them to engage with their further studies and their role in a globalised environment with confidence, intelligence and ambition.",Prerequisite Level 1 or above. Exclusion FILM 106/3.0; GPHY 101/3.0. Equivalency BISC 100/3.0*.,Faculty of Arts and Science,,Level 1 or above.,,FILM 106/3.0; GPHY 101/3.0. Equivalency BISC 100/3.0*.,,Bader College,1.0,BADR,
135,1,BADR 101,Acting Globally,3.0,"This is an introductory course, complementing and extending BISC 100, focused on skills and approaches from a number of disciplines (Film and Media, Geography, History, and Sociology). Academic skills will be honed by centering on centrifugal forces of mobility, exchange and action. Processes such as warring, colonizing, trading, connecting and leading are highlighted.",Prerequisite Level 1 or above. Equivalency BISC 101/3.0*.,Faculty of Arts and Science,,Level 1 or above. Equivalency BISC 101/3.0*.,,,,Bader College,1.0,BADR,
136,0,BCHM 102,Introduction to Biochemistry,3.0,"Chemical principles as applied to biochemistry, human and clinical biochemistry.
NOTE Primarily intended for students in Nursing, Life Sciences, or Biochemistry programs. Other Arts and Science students require permission of the Department to enrol.",Prerequisite None. Recommended 4U Chemistry. Exclusion BCHM 270/3.0. One-Way Exclusion May not be taken with or after BCHM 310/9.0; BCHM 315/3.0; BCHM 316/3.0.,Faculty of Health Sciences,,None.,,BCHM 270/3.0. One-Way Exclusion May not be taken with or after BCHM 310/9.0; BCHM 315/3.0; BCHM 316/3.0.,4U Chemistry.,Biochemistry,1.0,BCHM,Laura van Staalduinen
137,1,BCHM 218,Molecular Biology,3.0,"Molecules and macromolecules that participate in the replication and expression of genes. Current methods for exploring the structure, function, and manipulation of genetic material.
NOTE Also offered online. Consult the Bachelor of Health Sciences program office.
LEARNING HOURS may vary. 120 (36L;12T;72P)
EQUIVALENCY MBIO 218/3.0.",Minimum 2nd year (Level 2) standing and one of (BIOL 102/3.0; PHGY 170/3.0) and one of (CHEM 112/6.0; CHEM 114/3.0).,Faculty of Health Sciences,: PLO refers to the program learning outcome that each course learning outcome matches to.,,,,,Biochemistry,2.0,BCHM,"John Allingham, Mark Ormiston"
138,2,BCHM 270,Biochemical Basis of Health and Disease,3.0,"This course will introduce general biochemical concepts that will allow for an understanding of the biological and chemical principles underlying human physiology, health and disease. The course will provide self-paced learning and utilize evidence-based teaching principles, small group learning, peer-learning and guided-independent learning methodologies to provide an inclusive learning environment. Students will gain an enhanced appreciation of general applications of biochemistry as applied in day to day healthy life and during the disease states, diagnosis and clinical management of metabolic disorders.
NOTE Also offered online. Consult the Bachelor of Health Sciences program office.
NOTE This introductory biochemistry online course is intended for prospective students in Nursing, Environmental Sciences, Engineering, Commerce, and general science programs.
NOTE May not be taken for credit towards the Plan requirements of the BCHM or LISC Specialization or Major Plans.",Prerequisite Level 2 or above and (PHGY 170/3.0 or [BIOL 102/3.0 and BIOL 103/3.0]) or permission of the Instructor. Exclusion BCHM 102/3.0. One-Way Exclusion May not be taken with or after BCHM 310/9.0; BCHM 315/3.0.,Faculty of Health Sciences,,Level 2 or above and (PHGY 170/3.0 or [BIOL 102/3.0 and BIOL 103/3.0]) or permission of the Instructor.,,BCHM 102/3.0. One-Way Exclusion May not be taken with or after BCHM 310/9.0; BCHM 315/3.0.,,Biochemistry,2.0,BCHM,Cynthia Pruss
139,3,BCHM 310,General Biochemistry,9.0,"Principles of protein biochemistry, enzymology, and protein engineering. Metabolism of carbohydrates, amino acids and lipids. Role of coenzymes. Generation and storage of metabolic energy. Principles of regulatory mechanisms, membrane structure and function, hormone action, and cellular signalling.
NOTE Students lacking the prerequisites CHEM 222/3.0 or CHEM 282/3.0 may take these courses as a corequisite with permission of the Department.",Prerequisite Level 3 or above and BCHM 218 and ([CHEM 222 and CHEM 223] or CHEM 282). Exclusion BCHM 102/3.0; BCHM 315/3.0; BCHM 316/3.0.,Faculty of Health Sciences,,Level 3 or above and BCHM 218 and ([CHEM 222 and CHEM 223] or CHEM 282).,,BCHM 102/3.0; BCHM 315/3.0; BCHM 316/3.0.,,Biochemistry,3.0,BCHM,"Robert Campbell, Glenville Jones"
140,4,BCHM 311,General Biochemistry Laboratory,3.0,The BCHM 311 Laboratory experiments introduce the experimental nature of Biochemistry. Fundamental techniques of biochemical research are illustrated through a variety of experiments demonstrating various aspects of biochemical theory and practice.,Prerequisite Registration in a LISC Specialization Plan. Corequisite BCHM 315/3.0. Exclusion BCHM 310/9.0; BCHM 317/6.0; BCHM 318/3.0; BCHM 319/3.0.,Faculty of Health Sciences,,Registration in a LISC Specialization Plan.,BCHM 315/3.0.,BCHM 310/9.0; BCHM 317/6.0; BCHM 318/3.0; BCHM 319/3.0.,,Biochemistry,3.0,BCHM,
141,5,BCHM 313,Molecular Biochemistry,3.0,"This course will provide an in depth view of the molecular mechanisms controlling how genes are organized, regulated and expressed in mammalian cells. Once you understand how proteins are made, you will learn a variety of approaches to visualize and measure proteins and enzymatic activities in mammalian cells.
NOTE If you have taken or are currently registered in BCHM 310/9.0 you may contact the department for permission to enrol.",Prerequisite Level 3 or above and BCHM 315.,Faculty of Health Sciences,,Level 3 or above and BCHM 315.,,,,Biochemistry,3.0,BCHM,
142,6,BCHM 315,Proteins and Enzymes,3.0,"Principles of protein biochemistry, enzymology, and protein engineering.
NOTE Students lacking the prerequisites CHEM 222 or CHEM 282 may take these courses as a corequisite with permission of the Department.",Prerequisite Level 3 or above and BCHM 218/3.0 and ([CHEM 222/3.0 and CHEM 223/3.0] or CHEM 282/3.0). Exclusion BCHM 310/9.0.,Faculty of Health Sciences,,Level 3 or above and BCHM 218/3.0 and ([CHEM 222/3.0 and CHEM 223/3.0] or CHEM 282/3.0).,,BCHM 310/9.0.,,Biochemistry,3.0,BCHM,Robert Campbell
143,7,BCHM 316,Metabolism,3.0,"Metabolism of carbohydrates, amino acids and lipids. Role of coenzymes. Generation and storage of metabolic energy. Principles of regulatory mechanisms, membrane structure and function, hormone action, and cellular signalling.",Prerequisite BCHM 315/3.0. Exclusion BCHM 310/9.0.,Faculty of Health Sciences,,BCHM 315/3.0.,,BCHM 310/9.0.,,Biochemistry,3.0,BCHM,Glenville Jones
144,8,BCHM 317,Introductory Biochemistry Laboratory,6.0,"Application of separation and assay techniques to the study of proteins, metabolism and molecular biology. Attendance required in both terms. Enrollment will be limited because of laboratory constraints, and selection will be based on academic standing.",Prerequisite Registration in a BCHM Plan. Corequisite BCHM 315/3.0 and BCHM 316/3.0. Exclusion BCHM 311/3.0; BCHM 318/3.0; BCHM 319/3.0.,Faculty of Health Sciences,,Registration in a BCHM Plan.,BCHM 315/3.0 and BCHM 316/3.0.,BCHM 311/3.0; BCHM 318/3.0; BCHM 319/3.0.,,Biochemistry,3.0,BCHM,
145,9,BCHM 318,Introductory Biochemistry Laboratory I,3.0,The BCHM 318 Laboratory experiments introduce the experimental nature of Biochemistry. Fundamental techniques of biochemical research are illustrated through a variety of experiments demonstrating various aspects of biochemical theory and practice.,Prerequisite Registration in a BCHM Plan. Corequisite BCHM 315/3.0. Exclusion BCHM 310/9.0; BCHM 311/3.0; BCHM 317/6.0.,Faculty of Health Sciences,,Registration in a BCHM Plan.,BCHM 315/3.0.,BCHM 310/9.0; BCHM 311/3.0; BCHM 317/6.0.,,Biochemistry,3.0,BCHM,
146,10,BCHM 319,Introductory Biochemistry Laboratory II,3.0,The BCHM 319 Laboratory continues the training in experimental biochemistry that was begun in BCHM 318 with a focus on molecular biology methods. Fundamental techniques of biochemical research are illustrated through a variety of experiments demonstrating various aspects of biochemical theory and practice.,Prerequisite Registration in a BCHM Plan and BCHM 318/3.0. Corequisite BCHM 316/3.0. Exclusion BCHM 310/9.0; BCHM 311/3.0; BCHM 317/6.0.,Faculty of Health Sciences,,Registration in a BCHM Plan and BCHM 318/3.0.,BCHM 316/3.0.,BCHM 310/9.0; BCHM 311/3.0; BCHM 317/6.0.,,Biochemistry,3.0,BCHM,
147,11,BCHM 320,Applications of Synthetic Biology,3.0,"Applications of Synthetic Biology provides students with a comprehensive overview of designing and developing biological 'parts' (genes) to use for applications including but not limited to medical, artistry, and agricultural - with special emphasis regarding ethical use. Students will learn and can expand their entrepreneurial skills through website design and grant writing assessments. Moreover, students will be taught concepts such as DNA cloning methods, computational modelling of biological parts, and developing biological assays to assess function of a synthetic part. Successful completion of this course will prepare students to use components of synthetic biology/genetic engineering in their future endeavours.
NOTE Also offered online. Consult the Bachelor of Health Sciences program office.",Prerequisite Level 3 or above and (BCHM 102/3.0 or BCHM 218/3.0 or BCHM 270/3.0 or BIOL 205/3.0).,Faculty of Health Sciences,,Level 3 or above and (BCHM 102/3.0 or BCHM 218/3.0 or BCHM 270/3.0 or BIOL 205/3.0).,,,,Biochemistry,3.0,BCHM,
